[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[148174208759889920],"[Think my housing mom is trying to get us drunk giving us red whine at dinner #thankyou shots of jager with the boys before xmas #love]",[love] 
[138207980687601664],"[Since when did I have 6 subscribers omg hahahahaha #freaked #happy]",[joy] 
[137561038521511937],"[@LaLaLeesha  how was the test?]",[anger] 
[144589369716645888],"[All i want is my check then go not be waiting around forever #Annoyed]",[anger] 
[146202173720641537],"[T-43 minutes until my calc final #nervous]",[fear] 
[144659750007742465],"[Ugh he needs to call me back #worried]",[fear] 
[136589629506846720],"[Just got me some hot wings!!! #excited]",[joy] 
[142863551294488576],"[congratulations to our new TTKA boys. Lets #rage]",[anger] 
[140215825381593088],"[You dont even care. No regard for my feelings what so ever #disappointed]",[sadness] 
[143131631312576512],"[No one ever has legit plans, this is rediculous I need something fun to do #annoyed]",[anger] 
[138770918712410112],"[At work thinking of all the things i need to do for Christmas! #excited]",[joy] 
[149567242336604160],"[At my dads for crimbo this year so were having everyone round for food and I get to open all my pressies tomorrow! #excited]",[joy] 
[145771796740833280],"[Re listening to @TheHighTeaCast recording which comes out on Tuesday. Enjoying it, but why oh why do I say the things I do! #embarrassment]",[sadness] 
[147397526960607232],"[Getting ready to take my last final! #nervous]",[fear] 
[144225585902796800],"[The days till I see u are getting less and less but im getting that nervous feeling in my stomach more and more... #nervous]",[fear] 
[142111020134047745],"[denise richards  @denise_richards  is gorgeous  @charliesheen  you fucked up ! Some people never learn && yet you think youre winning . #sad]",[sadness] 
[146425199166898177],"[@mHart3214 i know, im an #embarrassment]",[sadness] 
[135499386875682816],"[Saturday night, glass of red wine watching documentary on Les Paul. #bliss #thankyougodforlespaul]",[joy] 
[140048642802335744],"[Just purchased paper plates and cutlery for my party- only one week to go!! #excited]",[joy] 
[143641092997394432],"[now i remember why i rarely play shows any more.  #anxiety]",[fear] 
[135254892188155905],"[Night saved. Running into old friends at SL. #joy]",[joy] 
[140089268201734144],"[If youre happy and you know it, slap your friends. #happy]",[joy] 
[149723721744138244],"[@Spiritual_GIANT  well he didnt tell me that the road was gonna be easy! ill just count it all joy. that grace & mercy took me on in! #Happy]",[joy] 
[144659070291419136],"[Ohohohohohoh, its Spicks and Speck-tacular night in Wollongong tonight! :D #excited]",[joy] 
[146003806772133888],"[Watching the lights of Istanbul on my bed right before i sleep <3 #love]",[love] 
[137950295299854336],"[Dinner with  @Painters_Pen_  at Haricots.  #Happiness]",[joy] 
[140276579006820352],"[FSU lost to Harvard today in the Bahamas tournament. The score was 14-14 at halftime making that the lowest mark since 1986 #embarrassing]",[sadness] 
[138044234166059009],"[This has been the best couple of days of my life. Didnt know I could be this #Happy]",[joy] 
[147094555949412352],"[Seeing a guy that is like hot nice and funny but is just too old for you -.- #disappointment]",[sadness] 
[144906464467755008],"[parents and family are supposed to be the people you turn to right? Then why do I feel like I cant go to them for anything :/ #frustrated]",[anger] 
[148146658696368129],"[those people who think they know everything... #annoying #chill]",[anger] 
[139828854410842112],"[Bout to eat soon !! #EXCITEMENT !]",[joy] 
[145047560279691264],"[Also, I need to get my shit together. Ive been making a lot of dumb choices lately. #depressed]",[sadness] 
[141152911014105090],"[Uff, qué fin de año: conquistadores 6, concurso de google y mi relación con ms! :D. #Happy]",[joy] 
[148410739793739776],"[Oh how I love lazy Sunday mornings, just laying in bed with my puppy and the smell of momma cooking breakfast! #LOVE]",[love] 
[137740354609876993],"[ordered my chachi mommas almost a month ago and i havent recieved/heard anything from them... #sad]",[sadness] 
[135836665964003328],"[CentOS appears to break everything with DirectAdmin, but only for my User? #rage]",[anger] 
[149124502884859904],"[Is sick to death of twitter making me delete half of my tweet, why can you only write a couple of lines! #annoying]",[anger] 
[140647578265075714],"[I dont wanna I home yet :( #sad]",[sadness] 
[141253526289522689],"[Chilling with my mom  @justheleno  in my apartment #Happy!]",[joy] 
[140446336976822273],"[Get stronger  @GeorgeMichael . This planet needs you. #love]",[love] 
[136153423451136000],"[@hollyholman  going to see RIHANNA! #excited]",[joy] 
[149278751509852160],"[@selmadxo  i know that, but thats why its funny! #disappointment]",[sadness] 
[137202347096014849],"[Im so ready for the weekend and the upcoming week!  I have a two day work week next week and lots of family time!  #thankful]",[thankfulness] 
[138800943075565568],"[@samminemchek bahaha it was pretty #exciting!]",[joy] 
[138422118336565248],"[The happening was the best experience of my life #LOVE]",[love] 
[146345123834363905],"[Last dance practice tonightt.. #sad.]",[sadness] 
[140614168012267520],"[@EggerBombs  did you get a tree? Can we decorate Monday or Tuesday this week?! #anxious]",[fear] 
[149586799323394048],"[I smoke weed eat yogurt #macmiller #love]",[love] 
[140261769795993600],"[it could be better, but it could be worse... #thankful]",[thankfulness] 
[147754731048157184],"[Just updated twitter on my iphone n it luks fucked up lol #annoying]",[anger] 
[137165143284002816],"[I was late 19 times 1st marking period #sad]",[sadness] 
[148530802639110144],"[@_bhavikpatel  i want it now. #surprise]",[surprise] 
[149345409746219008],"[I was hoping to find people talking about Conway Twittys Merry Twismas album, sinc he is trending right now. #disappointed]",[sadness] 
[142205303893659648],"[Goodmorning World!! #Give Thanks 1st#Thankful#Blessd]",[thankfulness] 
[139860520353271810],"[Time for my 1st holiday drink lol #thankful]",[thankfulness] 
[141955791975493632],"[chemistry why you so hard? #annoying]",[anger] 
[140958499353014272],"[@TheTennisPhenom  Aww.. they look like such a sweet couple! #HughHefner #CrystalHarris Are you goin to separate them? #Sad]",[sadness] 
[146652211513012225],"[So sick of being sick #annoyed]",[anger] 
[136954270233796610],"[Facebook heads smashing twitter off now! -_- #annoying #badnews]",[anger] 
[147054716952649729],"[@StephenDickey  confirmed bball guys are coming with coach after game #fuse #christmasparty #excited]",[joy] 
[147022283846852608],"[@Themisses  yep! Same episodes over and over and over... #annoying]",[anger] 
[147319963613528065],"[Im gonna have a seizure. #Panic]",[fear] 
[136994928311017475],"[first indoor game this weekend.. #nervous #goingtoplayterrible]",[fear] 
[147152096653869057],"[Everybody just wants to be on camera nowadays, the things people do for some attention #SAD]",[sadness] 
[145105762526568448],"[Christmas shopping with sissy tomorrow! #excited]",[joy] 
[143958275434627072],"[Do what you love and love what you do. I love hide and seek!! Why did it take U so long 2 find me? Im under the duvet! #love #rubyraynbow]",[love] 
[141223904852193280],"[Fosters is my only friend #sad]",[sadness] 
[139772928236593153],"[But in all seriousness. Im very thankful for all my amazing family all the great times weve had and will have. #Thankful]",[thankfulness] 
[145663078997032960],"[this was for you and you blow it off. #disappointed]",[sadness] 
[145544478248284160],"[@Surfiniae  Thanks for following us. Milan isnt too far from #Serbia! We are waiting for your arrival!]",[love] 
[140786739181666305],"[La storia con la Toni. #sad]",[sadness] 
[146734792103301120],"[Parents really know how to tick you off #annoyed]",[anger] 
[148823916700385281],"[2 Days left of work then #ChristmasHolidays  over #excited]",[joy] 
[139708626188242945],"[This #Thanksgiving, if you have family & good food to celebrate, think about how those in need rely on human services #thankful #WhoCaresIDo]",[thankfulness] 
[148087035213783044],"[All a girl whats to hear from a guy is BEAUTIFUL!(: <3 #love]",[love] 
[142486492978233345],"[playing lincoln tomorrow... #letsgo #excited]",[joy] 
[136111195412369408],"[Im in dafoe library and Im looking around, and theres one other guy with a moustache, shits weak people! #movember #pride]",[joy] 
[136543023340326913],"[@Emporio86  hahaha I think my Navigator phase is better than my Expedition phase #embarrassed]",[sadness] 
[143120537588219904],"[someone buy me a rotweiler for christmas #alliwant #lonely #needafriend]",[sadness] 
[136832377736540161],"[Am I the only one who gets twitter spam on a daily basis? #annoying]",[anger] 
[137014134721089536],"[i feel like that video is what a  @machinegunkelly  concert would be like .. #Rage]",[anger] 
[135900109698375680],"[everyone needs to stop bitchin. #annoying]",[anger] 
[142107906505048064],"[@toxicburn  yup pwede mo na agad gamitin... No need to connect sa pc... #excited]",[joy] 
[147094231595499520],"[Couples in the library #ew #byuproblems]",[sadness] 
[139766748181303297],"[Aint nuffin like living on the island and working on the mainland #bliss#]",[joy] 
[146421313588838400],"[No matter what i say im NOT over you! #love]",[love] 
[138031484668882944],"[Dont bullshit me..just be straight up..#annoyed]",[anger] 
[138427809503780864],"[Like people still listen to Mary J Blige #Annoyed]",[anger] 
[145895516461477888],"[home with  @brieAV  for the day to relax? just what we need! (: #excited #hypetweet]",[joy] 
[143121378416148481],"[Females Just Dont Give A Fuck How They Look No More. #SAD]",[sadness] 
[144492559283142656],"[Its really sad when grown up adults act like a five year old #disgusting]",[anger] 
[144569917189005312],"[THESE HOES B SO FUCKIN MESSY #SAD]",[sadness] 
[107301432914477056],"[I rather you tell me and be a man about it that you cheated instead of her telling me. #WOE]",[sadness] 
[136880947244187648],"[Just found out that the pup I was taking care of all weekend has bone cancer. Wont make it past Christmas. #sad]",[sadness] 
[138372859855765504],"[Sleep tight everyone. Du är bra för att du är du. #LOVE]",[love] 
[148531414172844032],"[Dinner with mommas high school friends... #joy]",[joy] 
[142068654022991872],"[Never thought Id feel this way again #happiness]",[joy] 
[138792836706467840],"[Meeting with my Blue and Gold officer from the Navy tomorrow morning. #nervous]",[fear] 
[142156279845093376],"[1st of december for anyone who didnt know! Its nearly chrrrrrrriiiiiiiiiiiiisssssssstmaaaaaaaaassssssss :) #excited]",[joy] 
[145287053934985216],"[Oh. My. Gosh. I. Hate. When. My. Phone. Goes. Mental. #stopit #annoying]",[anger] 
[140440432952872960],"[glad this stressful week is finally over! time to enjoy the weekend #happy :)]",[joy] 
[146113986448998400],"[Every part of the body requires exercise. Mind as well needs. Thinking, analyzing are kind of exercises for mind. #selfhelp #depression]",[sadness] 
[142083787214438402],"[brought out  @UsherRaymondIV  and  @BusaBusss  for the Christmas Special and the "All I Want For Christmas is You" Video with  @MariahCarey !!]",[joy] 
[148204861714989056],"[@aussiesecretgay the way they treat you and their kindness is what counts which is what makes beautiful men and women!!! #love]",[love] 
[141351266772193281],"[guess ill just have to get used to it. #disappointed]",[sadness] 
[146728215627571200],"[@Thewolverine34  video games over greenery #wow #disappointed]",[sadness] 
[137909073994711040],"[Cheating..... Aunty line todd ke ghusi... #outrage]",[anger] 
[136087953297522688],"[ministers of music take a listen to this years Thanksgiving anthem. "a thankful reflection".!!... http://fb.me/1kswLQWnl]",[thankfulness] 
[147677094934102017],"[Oh yeaaaa mad happy! Passed my english exam! :3 able to go onto the next class next semester! Ahhhh wewt!! #excited]",[joy] 
[135439398748696576],"[Sis Threw Me The Keys To The Crib . #Love]",[love] 
[144653114128089088],"[When I am mad all I have to do is song a little song like doo doo doo lifes good! And it puts me in a good mood again! #moodswings #happy]",[joy] 
[139447765221654528],"[wtf are you so sensitive. #frustrated]",[anger] 
[139720069243613184],"[Happy Thanksgiving from Free Life Chapel #thankful]",[thankfulness] 
[139360199172558848],"[Grocery shopping this morning at 7am was a dream.  No crowds and fully stocked shelves.  This is a great country. #thankful]",[thankfulness] 
